date,district,market_name,commodity_name,variety,actual,prediction,error,pct_error
2025-05-28,Medinipur(W),Jhargram,Rice,Super Fine,5000,4925.6865,74.3134765625,1.48626953125
2024-11-18,Medinipur(W),Jhargram,Rice,Fine,4400,4369.873,30.126953125,0.6847034801136364
2024-02-27,Medinipur(W),Jhargram,Rice,Fine,4400,4406.574,6.57421875,0.1494140625
2024-03-16,Medinipur(W),Jhargram,Rice,Super Fine,5000,5090.595,90.59521484375,1.8119042968749999
2024-05-16,Medinipur(W),Jhargram,Rice,Fine,4400,4415.6567,15.65673828125,0.3558349609375
2025-03-18,Medinipur(W),Jhargram,Rice,Fine,4400,4403.9414,3.94140625,0.08957741477272727
2025-06-02,Medinipur(W),Jhargram,Rice,Common,3800,3779.497,20.5029296875,0.53955078125
2024-02-29,Darjeeling,Kalimpong,Rice,Other,6000,5978.46,21.5400390625,0.3590006510416667
2024-08-10,Medinipur(W),Jhargram,Rice,Common,3800,3804.6672,4.667236328125,0.12282200863486842
2024-03-20,Medinipur(W),Jhargram,Rice,Super Fine,5200,5176.909,23.0908203125,0.44405423677884615
2024-07-04,Darjeeling,Kalimpong,Rice,Other,6000,6069.159,69.1591796875,1.1526529947916666
2025-01-29,Medinipur(W),Jhargram,Rice,Common,3800,3744.4358,55.564208984375,1.4622160259046053
2024-01-04,Medinipur(W),Jhargram,Rice,Common,3800,3752.8418,47.158203125,1.2410053453947367
2025-07-09,Medinipur(W),Jhargram,Rice,Fine,4400,4394.584,5.416015625,0.12309126420454546
2025-09-07,Medinipur(W),Jhargram,Rice,Super Fine,5000,4967.7744,32.2255859375,0.64451171875
2024-02-14,Medinipur(W),Jhargram,Rice,Super Fine,5200,5101.3174,98.6826171875,1.897742638221154
2024-05-22,Medinipur(W),Jhargram,Rice,Common,3800,3773.9438,26.05615234375,0.6856882195723685
2025-01-04,Medinipur(W),Jhargram,Rice,Super Fine,4900,4920.8174,20.8173828125,0.42484454719387754
2024-04-28,Medinipur(W),Jhargram,Rice,Common,3800,3794.6592,5.3408203125,0.14054790296052633
2024-08-02,Medinipur(W),Jhargram,Rice,Common,3800,3777.9014,22.0986328125,0.58154296875
2025-08-12,Medinipur(W),Jhargram,Rice,Common,3800,3785.2268,14.773193359375,0.3887682462993421
2025-03-06,Medinipur(W),Jhargram,Rice,Super Fine,5000,4989.043,10.95703125,0.21914062500000003
2024-06-08,Medinipur(W),Jhargram,Rice,Common,3800,3798.2927,1.707275390625,0.04492829975328947
2024-01-31,Medinipur(W),Jhargram,Rice,Super Fine,5200,5113.512,86.48779296875,1.663226787860577
2024-01-25,Medinipur(W),Jhargram,Rice,Fine,4400,4353.668,46.33203125,1.0530007102272727
2024-01-06,Medinipur(W),Jhargram,Rice,Super Fine,5200,5077.5083,122.49169921875,2.355609600360577
2024-01-31,Darjeeling,Kalimpong,Rice,Other,6000,5942.5566,57.443359375,0.9573893229166667
2024-12-02,Medinipur(W),Jhargram,Rice,Common,3800,3752.47,47.530029296875,1.2507902446546053
2024-10-25,Medinipur(W),Jhargram,Rice,Super Fine,5000,5004.8706,4.87060546875,0.097412109375
2025-09-01,Medinipur(W),Jhargram,Rice,Super Fine,5000,4973.669,26.3310546875,0.52662109375
2024-01-10,Medinipur(W),Jhargram,Rice,Super Fine,5200,5071.198,128.8017578125,2.4769568810096154
2024-09-30,Darjeeling,Kalimpong,Rice,Other,4500,4489.8735,10.12646484375,0.2250325520833333
2024-12-23,Medinipur(W),Jhargram,Rice,Common,3800,3727.151,72.84912109375,1.9170821340460527
2025-09-14,Medinipur(W),Jhargram,Rice,Super Fine,5000,4997.731,2.26904296875,0.045380859375
2024-01-14,Jalpaiguri,Alipurduar,Rice,Common,3200,3163.0405,36.95947265625,1.1549835205078125
2025-05-22,Medinipur(W),Jhargram,Rice,Super Fine,5000,4978.526,21.47412109375,0.42948242187499996
2025-03-05,Medinipur(W),Jhargram,Rice,Fine,4400,4383.507,16.4931640625,0.3748446377840909
2025-07-08,Medinipur(W),Jhargram,Rice,Fine,4400,4391.4844,8.515625,0.19353693181818182
2025-08-20,Medinipur(W),Jhargram,Rice,Fine,4400,4385.8677,14.13232421875,0.3211891867897727
2024-11-28,Medinipur(W),Jhargram,Rice,Fine,4400,4287.498,112.501953125,2.5568625710227275
2024-11-16,Medinipur(W),Jhargram,Rice,Common,3700,3779.35,79.35009765625,2.144597233952703
2024-02-09,Darjeeling,Kalimpong,Rice,Other,6000,6029.971,29.97119140625,0.4995198567708334
2025-08-24,Medinipur(W),Jhargram,Rice,Super Fine,5000,5050.556,50.55615234375,1.0111230468749999
2024-11-22,Medinipur(W),Jhargram,Rice,Fine,4400,4364.6426,35.357421875,0.8035777698863636
2024-09-10,Darjeeling,Kalimpong,Rice,Other,4500,4358.2666,141.7333984375,3.149631076388889
2025-02-05,Medinipur(W),Jhargram,Rice,Fine,4000,4322.58,322.580078125,8.064501953125
2025-07-18,Medinipur(W),Jhargram,Rice,Super Fine,5000,4984.345,15.65478515625,0.313095703125
2024-04-26,Darjeeling,Kalimpong,Rice,Other,6000,5992.537,7.462890625,0.12438151041666667
2025-08-21,Medinipur(W),Jhargram,Rice,Fine,4400,4406.948,6.9482421875,0.15791459517045453
2024-01-04,Medinipur(W),Jhargram,Rice,Common,3800,3772.1995,27.800537109375,0.7315930818256579
2024-06-28,Darjeeling,Kalimpong,Rice,Other,6000,6418.1733,418.17333984375,6.969555664062501
2024-05-12,Darjeeling,Kalimpong,Rice,Other,6000,5854.7427,145.25732421875,2.4209554036458334
2025-06-07,Medinipur(W),Jhargram,Rice,Super Fine,4900,4983.3203,83.3203125,1.7004145408163265
2024-02-15,Medinipur(W),Jhargram,Rice,Fine,4500,4400.742,99.2578125,2.2057291666666665
2025-05-31,Medinipur(W),Jhargram,Rice,Common,3800,3786.4167,13.583251953125,0.35745399876644735
2024-03-01,Darjeeling,Kalimpong,Rice,Other,6000,6064.301,64.30078125,1.0716796875
2024-11-26,Medinipur(W),Jhargram,Rice,Super Fine,5000,4954.8936,45.1064453125,0.90212890625
2024-03-01,Medinipur(W),Jhargram,Rice,Common,3800,3796.8008,3.19921875,0.08418996710526315
2024-11-23,Medinipur(W),Jhargram,Rice,Fine,4400,4325.4688,74.53125,1.6938920454545454
2024-02-26,Medinipur(W),Jhargram,Rice,Fine,4400,4410.9224,10.92236328125,0.24823552911931818
2025-04-19,Medinipur(W),Jhargram,Rice,Super Fine,5000,4970.1475,29.8525390625,0.59705078125
2024-10-04,Darjeeling,Kalimpong,Rice,Other,4500,3974.4065,525.593505859375,11.679855685763888
2025-09-04,Medinipur(W),Jhargram,Rice,Fine,4400,4417.697,17.69677734375,0.40219948508522724
2024-10-23,Medinipur(W),Jhargram,Rice,Super Fine,5000,5022.496,22.49609375,0.44992187499999997
2024-02-08,Medinipur(W),Jhargram,Rice,Common,3800,3787.9722,12.02783203125,0.31652189555921056
2024-05-04,Medinipur(W),Jhargram,Rice,Common,3800,3774.1165,25.883544921875,0.6811459189967105
2025-08-06,Medinipur(W),Jhargram,Rice,Fine,4400,4431.422,31.421875,0.7141335227272727
2024-01-15,Medinipur(W),Jhargram,Rice,Super Fine,5000,5037.2666,37.2666015625,0.74533203125
2025-05-03,Medinipur(W),Jhargram,Rice,Super Fine,5000,4971.9727,28.02734375,0.560546875
2024-12-26,Medinipur(W),Jhargram,Rice,Fine,4400,4302.6284,97.37158203125,2.212990500710227
2025-09-16,Medinipur(W),Jhargram,Rice,Super Fine,5000,5004.4434,4.443359375,0.0888671875
2025-04-22,Medinipur(W),Jhargram,Rice,Fine,4400,4394.621,5.37890625,0.12224786931818181
2024-07-31,Darjeeling,Kalimpong,Rice,Other,4600,4948.755,348.7548828125,7.581627887228261
2024-03-14,Darjeeling,Kalimpong,Rice,Other,6000,6114.5664,114.56640625,1.9094401041666667
2024-07-04,Medinipur(W),Jhargram,Rice,Fine,4400,4413.5093,13.50927734375,0.3070290305397727
2025-03-24,Medinipur(W),Jhargram,Rice,Common,3800,3789.6494,10.3505859375,0.2723838404605263
2024-03-14,Medinipur(W),Jhargram,Rice,Common,3800,3795.078,4.922119140625,0.12952945106907895
2025-04-16,Medinipur(W),Jhargram,Rice,Common,3800,3781.6675,18.33251953125,0.4824347245065789
2024-08-03,Darjeeling,Kalimpong,Rice,Other,4600,4648.144,48.14404296875,1.0466096297554348
2024-12-19,Medinipur(W),Jhargram,Rice,Super Fine,5000,4951.521,48.47900390625,0.9695800781249999
2024-01-15,Darjeeling,Kalimpong,Rice,Other,6000,5977.6553,22.3447265625,0.37241210937499997
2025-06-10,Medinipur(W),Jhargram,Rice,Fine,4400,4409.42,9.419921875,0.2140891335227273
2024-01-12,Darjeeling,Kalimpong,Rice,Other,6000,5985.8516,14.1484375,0.23580729166666667
2024-07-12,Medinipur(W),Jhargram,Rice,Super Fine,5000,5029.282,29.2822265625,0.58564453125
2024-04-06,Medinipur(W),Jhargram,Rice,Super Fine,5200,5101.437,98.56298828125,1.8954420823317306
2024-04-14,Medinipur(W),Jhargram,Rice,Common,3800,3791.5044,8.49560546875,0.22356856496710525
2024-09-02,Darjeeling,Kalimpong,Rice,Other,4500,4547.907,47.9072265625,1.0646050347222222
2025-08-24,Medinipur(W),Jhargram,Rice,Common,3800,3794.1138,5.88623046875,0.1549008018092105
2024-09-24,Darjeeling,Kalimpong,Rice,Other,4500,4711.1274,211.12744140625,4.691720920138889
2024-01-22,Darjeeling,Kalimpong,Rice,Other,6000,5962.768,37.23193359375,0.6205322265625001
2024-02-18,Darjeeling,Kalimpong,Rice,Other,6000,6095.7754,95.775390625,1.5962565104166666
2024-03-29,Medinipur(W),Jhargram,Rice,Fine,4400,4418.4966,18.49658203125,0.42037686434659094
2024-07-09,Medinipur(W),Jhargram,Rice,Common,3800,3770.2744,29.7255859375,0.782252261513158
2025-08-08,Medinipur(W),Jhargram,Rice,Common,3800,3828.1348,28.134765625,0.7403885690789475
2024-01-03,Medinipur(W),Jhargram,Rice,Common,3800,3797.61,2.389892578125,0.0628919099506579
2024-06-10,Darjeeling,Kalimpong,Rice,Other,6000,6085.426,85.42578125,1.4237630208333332
2025-06-01,Medinipur(W),Jhargram,Rice,Fine,4400,4371.585,28.4150390625,0.6457963423295455
2024-02-01,Medinipur(W),Jhargram,Rice,Fine,4500,4383.7236,116.2763671875,2.5839192708333334
2024-05-25,Medinipur(W),Jhargram,Rice,Fine,4400,4390.4766,9.5234375,0.21644176136363635
2025-08-24,Medinipur(W),Jhargram,Rice,Fine,4400,4427.22,27.22021484375,0.6186412464488636
2024-06-10,Medinipur(W),Jhargram,Rice,Fine,4400,4415.43,15.43017578125,0.35068581321022724
2024-01-14,Jalpaiguri,Alipurduar,Rice,Fine,3500,3445.1663,54.833740234375,1.5666782924107143
2024-12-24,Medinipur(W),Jhargram,Rice,Super Fine,4800,4947.6035,147.603515625,3.0750732421875
2025-05-29,Medinipur(W),Jhargram,Rice,Super Fine,5000,4981.1885,18.8115234375,0.37623046875
2025-03-23,Medinipur(W),Jhargram,Rice,Fine,4400,4361.9707,38.029296875,0.8643022017045454
2025-05-04,Medinipur(W),Jhargram,Rice,Super Fine,4800,4937.4062,137.40625,2.862630208333333
2025-05-14,Medinipur(W),Jhargram,Rice,Fine,4400,4396.3916,3.6083984375,0.08200905539772727
2025-03-14,Medinipur(W),Jhargram,Rice,Fine,4400,4397.9634,2.03662109375,0.04628684303977273
2025-06-24,Medinipur(W),Jhargram,Rice,Super Fine,5000,4992.8447,7.1552734375,0.14310546875
2024-02-01,Medinipur(W),Jhargram,Rice,Super Fine,5200,5078.7944,121.20556640625,2.330876277043269
2025-07-18,Medinipur(W),Jhargram,Rice,Super Fine,5000,4958.8057,41.1943359375,0.8238867187500001
2024-01-18,Medinipur(W),Jhargram,Rice,Common,3800,3769.567,30.43310546875,0.8008711965460525
2024-02-16,Medinipur(W),Jhargram,Rice,Common,3800,3783.7664,16.233642578125,0.4272011204769737
2024-01-29,Medinipur(W),Jhargram,Rice,Common,3800,3780.1216,19.87841796875,0.5231162623355263
2024-06-14,Medinipur(W),Jhargram,Rice,Fine,4500,4433.62,66.3798828125,1.4751085069444443
2025-03-28,Medinipur(W),Jhargram,Rice,Common,3800,3793.861,6.138916015625,0.1615504214638158
2024-02-21,Medinipur(W),Jhargram,Rice,Fine,4400,4421.0845,21.08447265625,0.47919256036931823
2025-07-25,Medinipur(W),Jhargram,Rice,Fine,4400,4400.1553,0.1552734375,0.003528941761363636
2024-04-18,Medinipur(W),Jhargram,Rice,Common,3800,3795.8667,4.13330078125,0.10877107319078948
2024-05-06,Darjeeling,Kalimpong,Rice,Other,6000,5865.812,134.18798828125,2.2364664713541664
2024-03-16,Jalpaiguri,Alipurduar,Rice,Common,3200,3092.3076,107.6923828125,3.365386962890625
2024-06-13,Medinipur(W),Jhargram,Rice,Common,3800,3807.517,7.51708984375,0.19781815378289475
2025-03-19,Medinipur(W),Jhargram,Rice,Fine,4400,4397.591,2.4091796875,0.054754083806818184
2024-02-08,Medinipur(W),Jhargram,Rice,Fine,4500,4392.98,107.02001953125,2.37822265625
2024-03-20,Medinipur(W),Jhargram,Rice,Super Fine,5200,5160.5156,39.484375,0.7593149038461539
2025-04-02,Medinipur(W),Jhargram,Rice,Fine,4400,4375.663,24.3369140625,0.5531116832386364
2025-09-09,Medinipur(W),Jhargram,Rice,Fine,4400,4425.213,25.212890625,0.5730202414772728
2025-08-27,Medinipur(W),Jhargram,Rice,Super Fine,5000,4993.513,6.48681640625,0.129736328125
2025-07-09,Medinipur(W),Jhargram,Rice,Fine,4400,4405.086,5.0859375,0.11558948863636363
2024-01-29,Medinipur(W),Jhargram,Rice,Fine,4500,4390.17,109.830078125,2.440668402777778
2024-05-06,Medinipur(W),Jhargram,Rice,Common,3600,3785.0706,185.070556640625,5.140848795572916
2025-01-24,Medinipur(W),Jhargram,Rice,Super Fine,5000,4854.681,145.31884765625,2.9063769531249997
2024-12-04,Medinipur(W),Jhargram,Rice,Super Fine,4800,4933.847,133.84716796875,2.788482666015625
2024-06-03,Darjeeling,Kalimpong,Rice,Other,6000,5872.4014,127.5986328125,2.1266438802083334
2024-11-05,Darjeeling,Kalimpong,Rice,Other,4500,4592.0146,92.0146484375,2.0447699652777778
2024-11-06,Darjeeling,Kalimpong,Rice,Other,4500,4518.997,18.9970703125,0.4221571180555555
2024-11-12,Medinipur(W),Jhargram,Rice,Fine,4400,4435.047,35.046875,0.7965198863636364
2024-04-23,Medinipur(W),Jhargram,Rice,Common,3800,3795.644,4.35595703125,0.11463044819078948
2025-01-12,Medinipur(W),Jhargram,Rice,Super Fine,4600,4806.0977,206.09765625,4.480383831521739
2024-07-22,Darjeeling,Kalimpong,Rice,Other,5000,4978.4053,21.5947265625,0.43189453125
2024-04-12,Medinipur(W),Jhargram,Rice,Fine,4400,4425.032,25.0322265625,0.5689142400568181
2025-09-24,Medinipur(W),Jhargram,Rice,Common,3800,3772.8965,27.103515625,0.7132504111842105
2025-04-26,Medinipur(W),Jhargram,Rice,Fine,4400,4393.7905,6.20947265625,0.14112437855113635
2024-01-20,Medinipur(W),Jhargram,Rice,Common,3800,3787.4387,12.561279296875,0.3305599814967105
2025-01-01,Medinipur(W),Jhargram,Rice,Common,3700,3789.0156,89.015625,2.4058277027027026
2024-10-22,Medinipur(W),Jhargram,Rice,Common,3800,3805.445,5.445068359375,0.14329127261513158
2025-07-01,Medinipur(W),Jhargram,Rice,Common,3800,3787.3123,12.687744140625,0.3338880037006579
2025-05-01,Medinipur(W),Jhargram,Rice,Fine,4400,4371.772,28.22802734375,0.6415460759943181
2024-07-24,Medinipur(W),Jhargram,Rice,Fine,4400,4433.784,33.7841796875,0.767822265625
2025-09-01,Medinipur(W),Jhargram,Rice,Common,3800,3818.3535,18.353515625,0.4829872532894737
2024-05-21,Medinipur(W),Jhargram,Rice,Common,3800,3793.788,6.2119140625,0.16347142269736842
2024-04-04,Darjeeling,Kalimpong,Rice,Other,6000,5807.909,192.0908203125,3.2015136718749995
2025-06-11,Medinipur(W),Jhargram,Rice,Common,3800,3802.1116,2.111572265625,0.055567691200657895
2024-11-10,Medinipur(W),Jhargram,Rice,Super Fine,5000,5019.9688,19.96875,0.399375
2024-03-09,Medinipur(W),Jhargram,Rice,Common,3800,3793.186,6.81396484375,0.1793148643092105
2024-03-26,Medinipur(W),Jhargram,Rice,Common,3800,3808.5864,8.58642578125,0.22595857319078946
2024-03-07,Medinipur(W),Jhargram,Rice,Common,3800,3797.1206,2.87939453125,0.07577354029605263
2025-08-14,Medinipur(W),Jhargram,Rice,Fine,4400,4412.6177,12.61767578125,0.2867653586647727
2025-08-21,Medinipur(W),Jhargram,Rice,Common,3800,3806.457,6.45703125,0.169921875
2025-08-26,Medinipur(W),Jhargram,Rice,Fine,4400,4397.5806,2.41943359375,0.05498712713068182
2024-07-05,Medinipur(W),Jhargram,Rice,Super Fine,5000,5014.9155,14.91552734375,0.29831054687499997
2025-04-06,Medinipur(W),Jhargram,Rice,Fine,4400,4367.351,32.64892578125,0.7420210404829546
2024-05-05,Darjeeling,Kalimpong,Rice,Other,6000,5964.8457,35.154296875,0.5859049479166666
2024-08-03,Darjeeling,Kalimpong,Rice,Other,4600,4923.1836,323.18359375,7.025730298913044
2024-12-26,Medinipur(W),Jhargram,Rice,Common,3800,3729.0852,70.914794921875,1.8661788137335527
2025-01-16,Medinipur(W),Jhargram,Rice,Fine,4600,4359.068,240.93212890625,5.237654976222826
2025-04-19,Medinipur(W),Jhargram,Rice,Super Fine,5000,4965.752,34.248046875,0.6849609375
2025-03-18,Medinipur(W),Jhargram,Rice,Common,3800,3795.303,4.697021484375,0.12360582853618422
2025-04-09,Medinipur(W),Jhargram,Rice,Fine,4400,4393.1255,6.87451171875,0.15623890269886365
2024-07-22,Darjeeling,Kalimpong,Rice,Other,5000,4653.3257,346.67431640625,6.933486328125
2025-03-14,Medinipur(W),Jhargram,Rice,Common,3800,3790.3457,9.654296875,0.25406044407894735
2024-09-05,Medinipur(W),Jhargram,Rice,Common,3800,3776.2666,23.7333984375,0.6245631167763158
2025-01-12,Medinipur(W),Jhargram,Rice,Common,3600,3648.4517,48.45166015625,1.3458794487847223
2024-10-20,Darjeeling,Kalimpong,Rice,Other,4500,4465.696,34.30419921875,0.7623155381944444
2025-07-22,Medinipur(W),Jhargram,Rice,Common,3800,3839.7869,39.786865234375,1.047022769325658
2025-05-19,Medinipur(W),Jhargram,Rice,Common,3800,3793.6042,6.395751953125,0.1683092619243421
2024-10-25,Darjeeling,Kalimpong,Rice,Other,4500,4549.834,49.833984375,1.107421875
2025-04-25,Medinipur(W),Jhargram,Rice,Super Fine,5000,4983.3,16.7001953125,0.33400390625
2024-05-01,Darjeeling,Kalimpong,Rice,Other,6000,5978.4697,21.5302734375,0.358837890625
2024-03-20,Medinipur(W),Jhargram,Rice,Common,3800,3830.1199,30.119873046875,0.7926282380756579
2025-04-25,Medinipur(W),Jhargram,Rice,Common,3800,3784.144,15.85595703125,0.41726202713815785
2024-01-20,Medinipur(W),Jhargram,Rice,Common,3800,3787.4387,12.561279296875,0.3305599814967105
2024-05-09,Darjeeling,Kalimpong,Rice,Other,6000,6058.784,58.7841796875,0.9797363281250001
2024-08-02,Darjeeling,Kalimpong,Rice,Other,4600,4729.796,129.7958984375,2.821649966032609
2025-05-06,Medinipur(W),Jhargram,Rice,Fine,4400,4404.8647,4.86474609375,0.1105624112215909
2024-06-05,Darjeeling,Kalimpong,Rice,Other,5850,5842.1807,7.8193359375,0.13366386217948717
2025-01-29,Medinipur(W),Jhargram,Rice,Fine,4400,4336.8633,63.13671875,1.4349254261363635
2025-09-03,Medinipur(W),Jhargram,Rice,Common,3800,3736.841,63.158935546875,1.6620772512335527
2024-02-15,Medinipur(W),Jhargram,Rice,Super Fine,5200,5091.784,108.2158203125,2.081073467548077
2024-04-22,Medinipur(W),Jhargram,Rice,Common,3800,3797.156,2.843994140625,0.07484195106907895
2025-07-31,Medinipur(W),Jhargram,Rice,Fine,4400,4353.6772,46.32275390625,1.0527898615056819
2024-08-24,Darjeeling,Kalimpong,Rice,Other,4500,4879.464,379.4638671875,8.432530381944444
2025-04-22,Medinipur(W),Jhargram,Rice,Super Fine,5000,4982.729,17.27099609375,0.34541992187500004
2024-04-15,Medinipur(W),Jhargram,Rice,Common,3800,3795.973,4.027099609375,0.1059763055098684
2025-07-22,Medinipur(W),Jhargram,Rice,Common,3800,3855.7896,55.78955078125,1.4681460731907894
2025-09-19,Medinipur(W),Jhargram,Rice,Super Fine,5000,5002.9575,2.95751953125,0.059150390625
2025-01-02,Medinipur(W),Jhargram,Rice,Fine,4400,4342.925,57.0751953125,1.2971635298295454
2025-05-17,Medinipur(W),Jhargram,Rice,Super Fine,5000,4975.3066,24.693359375,0.49386718749999997
2024-05-19,Medinipur(W),Jhargram,Rice,Fine,4400,4409.0444,9.04443359375,0.20555530894886365
2024-01-04,Darjeeling,Kalimpong,Rice,Other,6000,5984.4556,15.54443359375,0.2590738932291667
2024-03-04,Medinipur(W),Jhargram,Rice,Fine,4400,4392.855,7.14501953125,0.1623868075284091
2024-06-14,Medinipur(W),Jhargram,Rice,Common,3800,3819.5642,19.564208984375,0.5148476048519737
2024-05-21,Medinipur(W),Jhargram,Rice,Fine,4400,4405.9917,5.99169921875,0.13617498224431818
2024-08-28,Darjeeling,Kalimpong,Rice,Other,4500,4625.9346,125.9345703125,2.7985460069444446
2024-05-24,Medinipur(W),Jhargram,Rice,Fine,4400,4395.704,4.2958984375,0.09763405539772727
2024-12-15,Medinipur(W),Jhargram,Rice,Fine,4400,4344.8027,55.197265625,1.2544833096590908
2024-06-04,Medinipur(W),Jhargram,Rice,Super Fine,5200,5087.1616,112.83837890625,2.169968825120192
2025-03-19,Medinipur(W),Jhargram,Rice,Common,3800,3788.0012,11.998779296875,0.31575734991776316
2024-04-20,Darjeeling,Kalimpong,Rice,Other,6000,5900.823,99.1767578125,1.6529459635416668
2024-04-24,Medinipur(W),Jhargram,Rice,Super Fine,5000,5103.7383,103.73828125,2.074765625
2024-10-23,Medinipur(W),Jhargram,Rice,Common,3800,3731.9067,68.09326171875,1.7919279399671053
2024-06-10,Darjeeling,Kalimpong,Rice,Other,6000,6088.8555,88.85546875,1.4809244791666667
2024-05-11,Darjeeling,Kalimpong,Rice,Other,6000,6025.827,25.8271484375,0.43045247395833336
2024-02-23,Medinipur(W),Jhargram,Rice,Fine,4400,4400.6577,0.65771484375,0.01494806463068182
2024-04-24,Medinipur(W),Jhargram,Rice,Common,3800,3794.0786,5.92138671875,0.15582596628289475
2024-02-23,Darjeeling,Kalimpong,Rice,Other,6000,5986.6934,13.306640625,0.22177734375
2024-08-29,Medinipur(W),Jhargram,Rice,Common,3800,3785.3352,14.664794921875,0.3859156558388158
2025-07-13,Medinipur(W),Jhargram,Rice,Super Fine,5000,4978.2793,21.720703125,0.43441406250000003
2024-09-16,Medinipur(W),Jhargram,Rice,Fine,4400,4405.157,5.1572265625,0.11720969460227272
2024-03-11,Medinipur(W),Jhargram,Rice,Fine,4400,4431.347,31.34716796875,0.7124356356534091
2024-05-27,Medinipur(W),Jhargram,Rice,Common,3800,3808.2964,8.29638671875,0.21832596628289475
2024-08-03,Medinipur(W),Jhargram,Rice,Super Fine,5000,5034.668,34.66796875,0.693359375
2025-08-27,Medinipur(W),Jhargram,Rice,Common,3800,3819.5208,19.520751953125,0.5137039987664473
2025-06-26,Medinipur(W),Jhargram,Rice,Super Fine,5000,4975.6504,24.349609375,0.48699218749999995
2025-08-22,Medinipur(W),Jhargram,Rice,Super Fine,5000,5001.0205,1.0205078125,0.02041015625
2024-09-11,Medinipur(W),Jhargram,Rice,Common,3800,3813.987,13.987060546875,0.36808054070723684
2024-02-27,Darjeeling,Kalimpong,Rice,Other,6000,5987.3076,12.6923828125,0.21153971354166667
2025-04-05,Medinipur(W),Jhargram,Rice,Fine,4400,4381.203,18.796875,0.4272017045454546
2024-05-12,Medinipur(W),Jhargram,Rice,Common,3800,3780.1443,19.855712890625,0.5225187602796053
2025-01-27,Medinipur(W),Jhargram,Rice,Super Fine,5000,4915.7065,84.29345703125,1.6858691406250002
2025-05-06,Medinipur(W),Jhargram,Rice,Super Fine,5000,4982.282,17.7177734375,0.35435546875
2025-08-24,Medinipur(W),Jhargram,Rice,Fine,4400,4383.195,16.80517578125,0.3819358132102273
2024-06-04,Medinipur(W),Jhargram,Rice,Common,3800,3794.4268,5.5732421875,0.14666426809210525
2025-06-09,Medinipur(W),Jhargram,Rice,Common,3900,3814.5884,85.41162109375,2.1900415665064106
2025-05-29,Medinipur(W),Jhargram,Rice,Super Fine,5000,4978.801,21.19921875,0.42398437499999997
2024-02-12,Medinipur(W),Jhargram,Rice,Common,3800,3789.4172,10.582763671875,0.2784937808388158
2024-05-09,Darjeeling,Kalimpong,Rice,Other,6000,6337.997,337.9970703125,5.633284505208333
2024-10-03,Medinipur(W),Jhargram,Rice,Common,3800,3766.9695,33.030517578125,0.8692241467927633
2024-03-26,Medinipur(W),Jhargram,Rice,Fine,4400,4434.322,34.32177734375,0.7800403941761364
2024-08-08,Medinipur(W),Jhargram,Rice,Fine,4400,4415.6797,15.6796875,0.35635653409090906
2025-04-23,Medinipur(W),Jhargram,Rice,Common,3800,3783.6104,16.3896484375,0.4313065378289474
2024-11-14,Medinipur(W),Jhargram,Rice,Fine,4400,4423.5854,23.58544921875,0.5360329367897727
2024-11-26,Medinipur(W),Jhargram,Rice,Fine,4400,4331.8906,68.109375,1.547940340909091
2024-04-13,Medinipur(W),Jhargram,Rice,Super Fine,5200,5086.438,113.56201171875,2.1838848407451925
2025-06-15,Medinipur(W),Jhargram,Rice,Super Fine,4900,4983.0396,83.03955078125,1.6946847098214284
2025-03-13,Medinipur(W),Jhargram,Rice,Common,3800,3793.0417,6.958251953125,0.18311189350328946
2024-05-15,Medinipur(W),Jhargram,Rice,Common,3800,3793.316,6.68408203125,0.17589689555921054
2025-08-23,Medinipur(W),Jhargram,Rice,Fine,4400,4386.3105,13.689453125,0.31112393465909094
2025-01-14,Medinipur(W),Jhargram,Rice,Super Fine,5000,4931.857,68.14306640625,1.362861328125
2025-01-07,Medinipur(W),Jhargram,Rice,Common,3800,3738.177,61.822998046875,1.6269210012335527
2024-07-18,Medinipur(W),Jhargram,Rice,Fine,4400,4401.509,1.5087890625,0.03429066051136364
2024-04-15,Medinipur(W),Jhargram,Rice,Fine,4400,4418.7715,18.771484375,0.4266246448863636
2024-12-12,Medinipur(W),Jhargram,Rice,Common,3800,3716.4375,83.5625,2.1990131578947367
2024-09-27,Darjeeling,Kalimpong,Rice,Other,4500,4417.4067,82.59326171875,1.8354058159722222
2025-05-22,Medinipur(W),Jhargram,Rice,Super Fine,5000,4967.067,32.93310546875,0.658662109375
2024-11-11,Medinipur(W),Jhargram,Rice,Fine,4600,4448.789,151.2109375,3.2871942934782608
2025-08-02,Medinipur(W),Jhargram,Rice,Fine,4400,4419.991,19.9912109375,0.454345703125
2024-07-17,Medinipur(W),Jhargram,Rice,Common,3800,3816.0532,16.05322265625,0.42245322779605265
2025-09-06,Medinipur(W),Jhargram,Rice,Super Fine,5000,4987.5596,12.4404296875,0.24880859375
2024-04-25,Medinipur(W),Jhargram,Rice,Common,3800,3802.833,2.8330078125,0.07455283717105264
2024-11-27,Medinipur(W),Jhargram,Rice,Fine,4200,4298.531,98.53076171875,2.3459705171130953
2024-12-02,Medinipur(W),Jhargram,Rice,Super Fine,5000,4965.4634,34.53662109375,0.6907324218750001
2024-05-02,Darjeeling,Kalimpong,Rice,Other,6000,6012.4385,12.4384765625,0.20730794270833333
2024-01-07,Darjeeling,Kalimpong,Rice,Other,6000,5990.1465,9.853515625,0.16422526041666666
